,primary_isbn10,title,author,publisher,weeks_on_list
395,345803787,CRAZY RICH ASIANS,Kevin Kwan,Anchor,1
396,1488023557,THE FAMILY GATHERING,Ron Carr,MIRA,1
397,62433970,NOIR,Christopher Moore,Morrow,1
398,1501154664,THEN SHE WAS GONE,Lisa Jewell,Atria,1
399,None,THE THIEF,JR Ward,Ballantine,1
400,1501138219,THE SIXTH DAY,Catherine Coulter and JT Ellison,Gallery,1
401,1455536415,THE CUTTING EDGE,Jeffery Deaver,Grand Central,1
402,316556343,CIRCE,Madeline Miller,"Little, Brown",1
403,1942215835,REBEL HEIR,Vi Keeland and Penelope Ward,C. Scott,1
404,62391941,CAVE OF BONES,Anne Hillerman,Harper,1
405,525533222,THE FEMALE PERSUASION,Meg Wolitzer,Riverhead,1
406,345548558,SCOURGED,Kevin Hearne,Del Rey,1
407,62436651,TO DIE BUT ONCE,Jacqueline Winspear,Harper,1
408,62468871,TWICE BITTEN,Lynsay Sands,Avon,1
409,1943796068,SAVAGE PRINCE,Meghan March,Red Dress,1
410,069841165X,THE PUNISHMENT SHE DESERVES,Elizabeth George,Viking,1
411,1250140234,THE BISHOP'S PAWN,Steve Berry,Minotaur,1
412,451489888,COVERT GAME,Christine Feehan,Berkley,1
413,802165613,THE TEMPTATION OF FORGIVENESS,Donna Leon,Atlantic Monthly,1
414,525620923,DEAREST IVIE,JR Ward,Ballantine,1
415,385542429,THE FLIGHT ATTENDANT,Chris Bohjalian,Doubleday,1
416,735212783,CARIBBEAN RIM,Randy Wayne White,Putnam,1
417,698195833,BURN BRIGHT,Patricia Briggs,Ace,1
418,1524797111,STAR WARS: THE LAST JEDI,Jason Fry,Del Rey,1
419,006241903X,THE WOMAN LEFT BEHIND,Linda Howard,Morrow,1
420,399593675,HIGH VOLTAGE,Karen Marie Moning,Delacorte,1
421,62371894,HELLO STRANGER,Lisa Kleypas,Avon,1
422,1488079021,FATAL CHAOS,Marie Force,HQN,1
423,1617732257,RASPBERRY DANISH MURDER,Joanne Fluke,Kensington,1
424,1942834225,ONE LAST TIME,Corinne Michaels,BAAE,1
425,1420146408,RUTHLESS,Lisa Jackson,Zebra,1
426,045148892X,AGENT IN PLACE,Mark Greaney,Berkley,1
427,1942215738,GENTLEMAN NINE,Penelope Ward,Penelope Ward,1
428,None,UNRAVELED,Helen Hardt,Waterhouse,1
429,1501140108,THE KREMLIN'S CANDIDATE,Jason Matthews,Scribner,1
430,039959289X,SURPRISE ME,Sophie Kinsella,Dial,1
431,698407539,THE DECEIVERS,Alex Berenson,Putnam,1
432,149640792X,THE MASTERPIECE,Francine Rivers,Tyndale House,1
433,1420143174,BEYOND DANGER,Kat Martin,Zebra,1
434,345540018,THE GRAVE'S A FINE AND PRIVATE PLACE,Alan Bradley,Delacorte,1
435,62741810,ABOUT THAT KISS,Jill Shalvis,Avon,1
436,1488023689,SISTERS LIKE US,Susan Mallery,MIRA,1
437,1524797030,NEED TO KNOW,Karen Cleveland,Ballantine,1
438,425285928,IRON GOLD,Pierce Brown,Del Rey,1
439,1942215711,"SEX, NOT LOVE",Vi Keeland,Vi Keeland,1
440,None,FOREVER MY GIRL,Heidi McLaughlin,Heidi McLaughlin,1
441,698193326,BLOOD FURY,JR Ward,Ballantine,1
442,735213186,THE IMMORTALISTS,Chloe Benjamin,Putnam,1
443,1101984821,OPERATOR DOWN,Brad Taylor,Dutton,1
444,073521719X,UNBOUND,Stuart Woods,Putnam,1
445,1501176854,ROBICHEAUX,James Lee Burke,Simon & Schuster,1
446,399585265,PROMISE NOT TO TELL,Jayne Ann Krentz,Berkley,1
447,1501126067,"SING, UNBURIED, SING",Jesmyn Ward,Scribner,1
448,399573909,THE WANTED,Robert Crais,Putnam,1
449,None,TWISTED,Helen Hardt,Waterhouse,1
450,62654209,THE ALICE NETWORK,Kate Quinn,Morrow,1
451,006238175X,THE DEMON CROWN,James Rollins,Morrow,1
452,316332828,PERSEPOLIS RISING,James S A Corey,Orbit,1
453,1101883979,PAST PERFECT,Danielle Steel,Delacorte,1
454,345546814,THE WHISPERING ROOM,Dean Koontz,Bantam,1
455,1538759659,COUNT TO TEN,James Patterson and Ashwin Sanghi,Grand Central,1
456,1943796033,DEFIANT QUEEN,Meghan March,Red Dress,1
457,399586075,SOMEONE TO WED,Mary Balogh,Berkley,1
458,1101871385,THE HOUSE OF UNEXPECTED SISTERS,Alexander McCall Smith,Pantheon,1
459,1501172034,THE NOEL DIARY,Richard Paul Evans,Simon & Schuster,1
460,None,COMPLICATED,Kristen Ashley,Kristen Ashley,1
461,1451687621,IN THIS MOMENT,Karen Kingsbury,Howard Books,1
462,62389483,WILDE IN LOVE,Eloisa James,Avon,1
463,1250163307,TWIN PEAKS: THE FINAL DOSSIER,Mark Frost,Flatiron Books,1
464,373803729,WYOMING WINTER,Diana Palmer,HQN,1
465,735217165,QUICK & DIRTY,Stuart Woods,Putnam,1
466,1466887230,MIND GAME,Iris Johansen,St. Martin's,1
467,1501137492,THE RULES OF MAGIC,Alice Hoffman,Simon & Schuster,1
468,1945253460,YOU DO SOMETHING TO ME,Bella Andre,Oak Press,1
469,399181237,MERRY AND BRIGHT,Debbie Macomber,Ballantine,1
470,1501170635,WITHOUT MERIT,Colleen Hoover,Atria,1
471,316435481,WINTER SOLSTICE,Elin Hilderbrand,"Little, Brown",1
472,None,SECOND CHANCE GIRL,Susan Mallery,HQN,1
473,373803680,SUGAR PINE TRAIL,RaeAnne Thayne,HQN,1
474,451488253,ARCHANGEL'S VIPER,Nalini Singh,Berkley,1
475,62468863,IMMORTALLY YOURS,Lynsay Sands,Avon,1
476,399183736,TO BE WHERE YOU ARE,Jan Karon,Putnam,1
477,1460398858,WICKED DEEDS,Heather Graham,Mira,1
478,1501178326,ADULTOLESCENCE,Gabbie Hanna,Atria/Keywords,1
479,1501138111,ENIGMA,Catherine Coulter,Gallery Books,1
480,399575553,THE ROMANOV RANSOM,Clive Cussler and Robin Burcell,Putnam,1
481,698166612,THE HANGMAN'S SONNET,Reed Farrel Coleman,Putnam,1
482,1501180800,AMERICAN ASSASSIN,Vince Flynn,Atria/Emily Bestler,1
483,None,DARK LEGACY,Christine Feehan,Berkley,1
484,698157540,THE WESTERN STAR,Craig Johnson,Viking,1
485,62657569,PROOF OF LIFE,J A Jance,Morrow,1
486,None,SHATTERED,Helen Hardt,Waterhouse,1
487,735211191,MY ABSOLUTE DARLING,Gabriel Tallent,Riverhead,1
488,1488028443,YOU SAY IT FIRST,Susan Mallery,HQN,1
489,62349074,THE DUCHESS DEAL,Tessa Dare,Avon,1
490,1942215665,DRUNK DIAL,Penelope Ward,Penelope Ward,1
491,345543890,I KNOW A SECRET,Tess Gerritsen,Ballantine,1
492,1250099730,EXPOSED,Lisa Scottoline,St. Martin's,1
493,316229253,THE STONE SKY,N K Jemisin,Orbit,1
494,1616203943,THE STORIED LIFE OF A. J. FIKRY,Gabrielle Zevin,Algonquin,1
495,399181202,ANY DREAM WILL DO,Debbie Macomber,Ballantine,1
496,735217254,BARELY LEGAL,Stuart Woods and Parnell Hall,Putnam,1
497,1476758786,THE LAST TUDOR,Philippa Gregory,Touchstone,1
498,316504831,THE MEDICAL EXAMINER,James Patterson with Maxine Paetro,BookShots,1
499,399594612,CRIME SCENE,Jonathan Kellerman and Jesse Kellerman,Ballantine,1
500,62289284,WILDFIRE,Ilona Andrews,Avon,1
501,None,PARADISE VALLEY,C J Box,Minotaur,1
502,1478971630,THE MOORES ARE MISSING,James Patterson and others,Grand Central,1
503,1420137891,OMINOUS,"Lisa Jackson, Nancy Bush and Rosalind Noonan",Zebra,1
504,1460399986,FATAL THREAT,Marie Force,HQN,1
505,1942215649,BEAUTIFUL MISTAKE,Vi Keeland,Vi Keeland,1
506,1466887346,LOOK BEHIND YOU,Iris Johansen and Roy Johansen,St. Martin's,1
507,1429967234,STILL LIFE,Louise Penny,Minotaur,1
508,345544080,TWO NIGHTS,Kathy Reichs,Random House Publishing Group,1
509,1488023220,SECRETS OF THE TULIP SISTERS,Susan Mallery,HQN,1
510,None,WIRED,Julie Garwood,Berkley,1
511,440336058,THE HARD WAY,Lee Child,Dell,1
512,None,THE BONE BED,Patricia Cornwell,Berkley,1
513,1101634618,EVERYTHING I NEVER TOLD YOU,Celeste Ng,Penguin,1
514,039959342X,SEVEN STONES TO STAND OR FALL,Diana Gabaldon,Delacorte,1
515,142014068X,HIGH STAKES,Fern Michaels,Zebra,1
516,525509712,BEHOLD THE DREAMERS,ï»¿Imbolo Mbue,Random House,1
517,037379939X,SERENITY HARBOR,RaeAnne Thayne,HQN,1
518,62379461,THE DAY OF THE DUCHESS,Sarah MacLean,Avon,1
519,553392751,DANGEROUS MINDS,Janet Evanovich,Bantam,1
520,1501125516,BEACH HOUSE FOR RENT,Mary Alice Monroe,Gallery Books,1
521,62319221,KISS CARLO,Adriana Trigiani,Harper,1
522,62664425,THE FORCE,Don Winslow,Morrow,1
523,1101987812,SILVER SILENCE,Nalini Singh,Berkley,1
524,735217130,INDECENT EXPOSURE,Stuart Woods,Putnam,1
525,1451687591,LOVE STORY,Karen Kingsbury,Howard,1
526,None,SHADOW REAPER,Christine Feehan,Berkley,1
527,62388185,THE GIRL WITH THE MAKE-BELIEVE HUSBAND,Julia Quinn,Avon,1
528,62289268,WHITE HOT,Ilona Andrews,Avon,1
529,778330222,DYING BREATH,Heather Graham,Mira,1
530,62410199,JUST ONE TOUCH,Maya Banks,Avon,1
531,None,SURRENDER,Helen Hardt,Waterhouse,1
532,None,GWENDY'S BUTTON BOX,Stephen King and Richard Chizmar,Cemetery Dance,1
533,1455553522,TESTIMONY,Scott Turow,Grand Central,1
534,385531435,FULL WOLF MOON,Lincoln Child,Doubleday,1
535,None,BUTTONS AND PAIN,Penelope Sky,Penelope Sky,1
536,385352174,THE THIRST,Jo Nesbo,Knopf,1
537,553392972,ASSASSIN'S FATE,Robin Hobb,Del Rey,1
538,62129406,SINCE WE FELL,Dennis Lehane,Ecco/HarperCollins,1
539,698193628,THE GIRL WHO KNEW TOO MUCH,Amanda Quick,Berkley,1
540,316469742,DETECTIVE CROSS,James Patterson,BookShots,1
541,316438839,PRIVATE: GOLD,James Patterson and Jassy Mackenzie,BookShots,1
542,698413067,ROBERT B. PARKER'S LITTLE WHITE LIES,Ace Atkins,Putnam,1
543,812989422,ANYTHING IS POSSIBLE,Elizabeth Strout,Random House,1
544,1466887222,NO EASY TARGET,Iris Johansen,St. Martin's,1
545,1501120565,WICKED ABYSS,Kresley Cole,Gallery Books,1
546,1501160788,BEARTOWN,Fredrik Backman,Atria,1
547,399574212,FAST AND LOOSE,Stuart Woods,Putnam,1
548,1460396618,ANY DAY NOW,Ron Carr,Harlequin,1
549,385350910,THE STARS ARE FIRE,Anita Shreve,Knopf,1
550,1455536393,THE BURIAL HOUR,Jeffery Deaver,Grand Central,1
551,345511271,THRAWN,Timothy Zahn,Del Rey,1
552,1942215584,MISTER MONEYBAGS,Vi Keeland and Penelope Ward,EverAfter Romance,1
553,62391895,SONG OF THE LION,Anne Hillerman,Harper,1
554,698192982,THE CHOSEN,J R Ward,Ballantine,1
555,1466862629,THE LOST ORDER,Steve Berry,St. Martin's,1
556,802189458,EARTHLY REMAINS,Donna Leon,Atlantic Monthly,1
557,1633500233,EASY MAGIC,Kristen Pro,Ampersand,1
558,62468855,IMMORTAL UNCHAINED,Lynsay Sands,Avon,1
559,1942834217,SAY I'M YOURS,Corinne Michaels,EverAfter Romance,1
560,399583947,BOUND TOGETHER,Christine Feehan,Berkley,1
561,553391976,IF NOT FOR YOU,Debbie Macomber,Ballantine,1
562,1501110810,MAN OVERBOARD,J A Jance,Touchstone,1
563,1501150359,THE DEVIL'S TRIANGLE,Catherine Coulter and J T Ellison,Gallery Books,1
564,399575618,THE CUTTHROAT,Clive Cussler and Justin Scott,Putnam,1
565,62436619,IN THIS GRAVE HOUR,Jacqueline Winspear,Harper/HarperCollins,1
566,None,WITHOUT WARNING,Joel C Rosenberg,Tyndale House,1
567,698195817,SILENCE FALLEN,Patricia Briggs,Ace,1
568,698176197,BRIGHTER THAN THE SUN,Maya Banks,Berkley,1
569,698190459,ETCHED IN BONE,Anne Bishop,ROC,1
570,1250105277,MAKE THEM PAY,Allison Brennan,St. Martin's,1
571,62075853,INTO THE FIRE,Jeaniene Frost,Avon,1
572,62425250,BONE BOX,Faye Kellerman,Morrow,1
573,146039643X,A MILLION LITTLE THINGS,Susan Mallery,Mira,1
574,None,COLE,Tijan,EverAfter Romance,1
575,1617732214,BANANA CREAM PIE MURDER,Joanne Fluke,Kensington,1
576,997215186,SHADOW'S SEDUCTION,Kresley Cole,Valkyrie,1
577,62371908,DEVIL IN SPRING,Lisa Kleypas,Avon,1
578,1101966963,AFTERMATH:: EMPIRE'S END,Chuck Wendig,Del Rey,1
579,778319814,THE ORPHAN'S TALE,Pam Jenoff,Mira,1
580,None,BURN,Helen Hardt,Waterhouse Press,1
581,698406850,GUNMETAL GRAY,Mark Greaney,Berkley,1
582,698411390,SOMEONE TO HOLD,Mary Balogh,Jove,1
583,812998278,MY NOT SO PERFECT LIFE,Sophie Kinsella,Dial,1
584,62389467,SEVEN MINUTES IN HEAVEN,Eloisa James,Avon,1
585,1939962676,BILLIONAIRE UNKNOWN,J S Scott,Golden Unicorn Enterprises,1
586,None,PICTURE PERFECT,Jodi Picoult,Berkley,1
587,62273620,FALLING FOR THE HIGHLANDER,Lynsay Sands,Avon,1
588,1420139053,INTO THE FIRESTORM,Kat Martin,Zebra,1
589,None,POWER GAME,Christine Feehan,Berkley,1
590,None,DARK HUMANITY,Gwynn White and various authors,genreCrave,1
591,62448072,ACCIDENTALLY ON PURPOSE,Jill Shalvis,Avon,1
592,425284360,FEVERSONG,Karen Marie Moning,Delacorte,1
593,1942215568,EGOMANIAC,Vi Keeland,EverAfter Romance,1
594,996839445,FIDELITY,Aleatha Romig,Romig Works,1
595,None,FULL PACKAGE,Lauren Blakely,Lauren Blakely,1
596,None,RING OF FIRE,Brad Taylor,Dutton,1
597,,THE GUESTS ON SOUTH BATTERY,Karen White,Berkley,1
598,345459504,DISTANT SHORES,Kristin Hannah,Ballantine,1
599,451488024,MULBERRY MOON,Catherine Anderson,Berkley,1
600,1627795952,THE NORTH WATER,Ian McGuire,Henry Holt,1
601,None,CRASH AND BURN,Fern Michaels,Zebra,1
602,None,MELT,Helen Hardt,Waterhouse,1
603,62381709,THE SEVENTH PLAGUE,James Rollins,Morrow/HarperCollins,1
604,698193288,BLOOD VOW,J R Ward,Ballantine,1
605,385353790,PRINCE LESTAT AND THE REALMS OF ATLANTIS,Anne Rice,Knopf,1
606,62250825,THE FLAME BEARER,Bernard Cornwell,Harper,1
607,140006595X,THE WHOLE TOWN'S TALKING,Fannie Flagg,Random House,1
608,345511492,CATALYST,James Luceno,Del Rey,1
609,1501119818,THE MISTLETOE SECRET,Richard Paul Evans,Simon & Schuster,1
610,1466867515,THIS WAS A MAN,Jeffrey Archer,St. Martin's,1
611,None,LEOPARD'S FURY,Christine Feehan,Jove,1
612,451477790,SOMEONE TO LOVE,Mary Balogh,Signet,1
613,1429952113,AT THE SIGN OF TRIUMPH,David Weber,Tor,1
614,006246356X,ONE SNOWY NIGHT,Jill Shalvis,Avon Impulse,1
615,,ARCHANGEL'S HEART,Nalini Singh,Berkley,1
616,1942834209,SAY YOU WANT ME,Corinne Michaels,BAAE,1
617,1250105102,THE LOST GIRLS,Allison Brennan,Morrow/HarperCollins,1
618,316361534,KILLER CHEF,James Patterson and Jeffrey J Keyes,"Little, Brown",1
619,None,"SEX, LIES  AND SERIOUS MONEY",Stuart Woods,Putnam,1
620,316251313,THE BLOOD MIRROR,Brent Weeks,Orbit,1
621,1451687567,A BAXTER FAMILY CHRISTMAS,Karen Kingsbury,Howard Books,1
622,1937608530,SUBMISSION IS NOT ENOUGH,Lexi Blake,DLZ Entertainment,1
623,1466887338,NIGHT WATCH,Iris Johansen and Roy Johansen,St. Martin's,1
624,None,THE SEXY ONE,Lauren Blakely,Lauren Blakely,1
625,997426225,ROYALLY SCREWED,Emma Chase,Emma Chase,1
626,None,CRIMSON DEATH,Laurell K Hamilton,Berkley,1
627,1101871369,PRECIOUS AND GRACE,Alexander McCall Smith,Pantheon,1
628,553391747,TWELVE DAYS OF CHRISTMAS,Debbie Macomber,Ballantine,1
629,316261157,WINTER STORMS,Elin Hilderbrand,"Little, Brown",1
630,None,BROKEN TRUST,WEB Griffin and William E Butterworth,Putnam,1
631,None,POSSESSION,Helen Hardt,Waterhouse,1
632,None,THE GOAL,Elle Kennedy,Elle Kennedy,1
633,1459294947,SNOWFALL ON HAVEN POINT,RaeAnne Thayne,HQN,1
634,1460395921,DARKEST JOURNEY,Heather Graham,Mira,1
635,161773229X,CHRISTMAS CARAMEL MURDER,Joanne Fluke,Kensington,1
636,1460395956,THE LIFE SHE WANTS,Ron Carr,Mira,1
637,None,MAGIC BINDS,Ilona Andrews,Ace,1
638,62316079,IMMORTAL NIGHTS,Lynsay Sands,Avon/HarperCollins,1
639,345539982,THRICE THE BRINDED CAT HATH MEW'D,Alan Bradley,Random House,1
640,None,THE BONESETTER'S DAUGHTER,Amy Tan,Putnam,1
641,None,AN OBVIOUS FACT,Craig Johnson,Viking,1
642,None,WELL HUNG,Lauren Blakely,Lauren Blakely,1
643,None,ROBERT B. PARKER'S DEBT TO PAY,Reed Farrel Coleman,Putnam,1
644,385542070,NUTSHELL,Ian McEwan,Nan A. Talese/Doubleday,1
645,62297732,DOWNFALL,J A Jance,Morrow/HarperCollins,1
646,None,I LET YOU GO,Clare Mackintosh,Berkley,1
647,316361526,113 MINUTES,James Patterson with Max DiLallo,BookShots,1
648,374280029,HERE I AM,Jonathan Safran Foer,"Farrar, Straus & Giroux",1
649,1460394135,ALWAYS A COWBOY,Linda Lael Miller,HQN,1
650,1420140647,FAST AND LOOSE,Fern Michaels,Zebra,1
651,62379445,A SCOT IN THE DARK,Sarah MacLean,Avon,1
652,1501107488,THE JEALOUS KIND,James Lee Burke,Simon & Schuster,1
653,62405632,FIRST STAR I SEE TONIGHT,Susan Elizabeth Phillips,HarperCollins,1
654,345459520,SUMMER ISLAND,Kristin Hannah,Ballantine,1
655,62410172,WITH EVERY BREATH,Maya Banks,Avon,1
656,1250099633,DAMAGED,Lisa Scottoline,St. Martin's,1
657,None,A BEAUTIFUL FUNERAL,Jamie McGuire,Jamie McGuire,1
658,None,SHADOW BORN,Jasmine Walt and Rebecca Hamilton,Blue Bolt,1
659,1942215479,NEIGHBOR DEAREST,Penelope Ward,Penelope Ward,1
660,1476758751,"THREE SISTERS, THREE QUEENS",Philippa Gregory,Touchstone,1
661,62499041,RANDOM ACTS,J A Jance,Witness Impulse,1
662,62434780,CLOSE TO YOU,Kristen Pro,Morrow/HarperCollins,1
663,None,SMOOTH OPERATOR,Stuart Woods and Parnell Hall,Putnam,1
664,None,DARK CAROUSEL,Christine Feehan,Berkley,1
665,031636164X,CHASE,James Patterson with Michael Ledwidge,BookShots,1
666,1250092418,DRAGONMARK,Sherrilyn Kenyon,St. Martin's,1
667,None,ILLUSION TOWN,Jayne Castle,Jove,1
668,1459294920,FATAL IDENTITY,Marie Force,HQN,1
669,1460346769,THE HOUSE ON OLIVE STREET,Ron Carr,Mira,1
670,1460395646,DEADLY FATE,Heather Graham,Mira,1
671,None,KILLER LOOK,Linda Fairstein,Dutton,1
672,None,THE ANGELS' SHARE,J R Ward,New American Library,1
673,1466887214,NIGHT AND DAY,Iris Johansen,St. Martin's,1
674,None,OBSESSION,Helen Hardt,Waterhouse,1
675,759527881,THE GUARDIAN,Nicholas Sparks,Grand Central,1
676,1466867272,AMONG THE WICKED,Linda Castillo,Minotaur,1
677,1460394356,DAUGHTERS OF THE BRIDE,Susan Mallery,HQN,1
678,None,HITCHED,Kendall Ryan,Kendall Ryan,1
679,316276405,LITTLE BLACK DRESS,James Patterson and Emily Raymond,BookShots,1
680,None,SHADOW RIDER,Christine Feehan,Jove,1
681,553392786,THE PURSUIT,Janet Evanovich and Lee Goldberg,Bantam,1
682,None,DISHONORABLE INTENTIONS,Stuart Woods,Putnam,1
683,1455559504,THE HOUSE OF SECRETS,Brad Meltzer and Tod Goldberg,Grand Central,1
684,081299650X,A HERO OF FRANCE,Alan Furst,Random House,1
685,1420139037,INTO THE WHIRLWIND,Kat Martin,Zebra,1
686,1459294149,HAUNTED DESTINY,Heather Graham,Mira,1
687,None,UNTIL JUNE,Aurora Rose Reynolds,Aurora Rose Reynolds,1
688,1476779287,DEEP DARK,Laura Griffin,Pocket Books,1
689,145552588X,BEYOND THE ICE LIMIT,Douglas Preston and Lincoln Child,Grand Central,1
690,1939996392,THIRTY-SIX AND A HALF MOTIVES,Denise Grover Swank,Denise Grover Swank,1
691,None,THE BEACH HOUSE,Jane Green,Berkley,1
692,None,THE HIGHWAYMAN,Craig Johnson,Viking,1
693,62419005,TROUBLEMAKER,Linda Howard,Morrow,1
694,1459254821,16 LIGHTHOUSE ROAD,Debbie Macomber,Mira,1
695,345511360,STAR WARS: BLOODLINE,Claudia Gray,Del Rey,1
696,698411323,ONLY BELOVED,Mary Balogh,Signet,1
697,None,ROBERT B. PARKER'S SLOW BURN,Ace Atkins,Putnam,1
698,None,DOMINATED,Maya Banks,Berkley,1
699,698197755,FIRE BOUND,Christine Feehan,Jove,1
700,1459293894,BEST OF MY LOVE,Susan Mallery,HQN,1
701,1466887206,HIDE AWAY,Iris Johansen,St. Martin's Press,1
702,,AIN'T SHE SWEET,Marie Force,Berkley,1
703,None,BOUNTY,Kristen Ashley,Kristen Ashley,1
704,None,JEWELS OF THE SUN,Nora Roberts,Jove,1
705,1250083273,DIRTY,Kylie Scott,St. Martin's Griffin,1
706,None,WHAT SHE KNEW,Gilly Macmillan,Morrow/HarperCollins,1
707,069819361X,'TIL DEATH DO US PART,Amanda Quick,Berkley,1
708,1250088127,MOST WANTED,Lisa Scottoline,St. Martin's,1
709,1938127897,NOW THAT I'VE FOUND YOU,Bella Andre,Oak Press,1
710,997215100,THE PLAYER,Kresley Cole,Valkyrie Press,1
711,62434772,LISTEN TO ME,Kristen Pro,Morrow/HarperCollins,1
712,None,THE BEAST,J R Ward,New American Library,1
713,1101882522,VIRGINS,Diana Gabaldon,Dell,1
714,62339532,FINDING JAKE,Bryan Reardon,Morrow/HarperCollins,1
715,1459292472,WHAT WE FIND,Ron Carr,Harlequin,1
716,62220624,JOURNEY TO MUNICH,Jacqueline Winspear,Harper/HarperCollins,1
717,1459292529,ONCE A RANCHER,Linda Lael Miller,HQN,1
718,145558679X,NOBODY BUT YOU,Jill Shalvis,Grand Central,1
719,61797766,DADDY'S GIRL,Lisa Scottoline,HarperCollins,1
720,None,LOGAN KADE,Tijan,Tijan,1
721,1451687540,A BRUSH OF WINGS,Karen Kingsbury,Howard Books,1
722,679644644,THE SUMMER BEFORE THE WAR,Helen Simonson,Random House,1
723,759507910,THE WEDDING,Nicholas Sparks,Grand Central,1
724,None,DARK PROMISES,Christine Feehan,Berkley,1
725,None,PLAYING THE ODDS,Nora Roberts,InterMix,1
726,1101968109,HAWKE,Sawyer Bennett,Loveswept,1
727,039917351X,DEEP BLUE,Randy Wayne White,Putnam,1
728,62270532,ROCK WITH WINGS,Anne Hillerman,Harper,1
729,802190316,THE WATERS OF ETERNAL YOUTH,Donna Leon,Atlantic Monthly,1
730,1501110764,CLAWBACK,J A Jance,Touchstone,1
731,698190424,MARKED IN FLESH,Anne Bishop,Roc,1
732,1439160120,THE KITCHEN HOUSE,Kathleen Grissom,Touchstone,1
733,1501106473,BROOKLYN,Colm Toibin,Scribner,1
734,62316052,RUNAWAY VAMPIRE,Lynsay Sands,Avon,1
735,345549635,GIRL MISSING,Tess Gerritsen,Ballantine,1
736,1617732176,WEDDING CAKE MURDER,Joanne Fluke,Kensington,1
737,1459292413,FIGHTING DIRTY,Lori Foster,HQN,1
738,None,THE NEXT ALWAYS,Nora Roberts,Jove,1
739,None,THE LIE,Karina Halle,Metal Blonde,1
740,345539850,MORNING STAR,Pierce Brown,Del Rey,1
741,None,THE WOLVES,Alex Berenson,Putnam,1
742,307758982,A TASTE FOR DEATH,P D James,Vintage,1
743,1476777993,WICKED SEXY LIAR,Christina Lauren,Gallery Books,1
744,None,SPIDER GAME,Christine Feehan,Jove,1
745,146686267X,THE BANDS OF MOURNING,Brandon Sanderson,Tor/Tom Doherty,1
746,62389440,MY AMERICAN DUCHESS,Eloisa James,Avon,1
747,345548523,STAKED,Kevin Hearne,Del Rey,1
748,1416563229,TOUGH CUSTOMER,Sandra Brown,Simon & Schuster,1
749,440339820,FEVERBORN,Karen Marie Moning,Delacorte,1
750,62250965,WARRIORS OF THE STORM,Bernard Cornwell,Harper,1
751,None,THE SCORE,Elle Kennedy,Elle Kennedy,1
752,,SEBRING,Kristen Ashley,Kristen Ashley,1
753,698190831,THE BITTER SEASON,Tami Hoag,Dutton,1
754,006238595X,BUILT,Jay Crownover,Morrow/HarperCollins,1
755,None,POINT BLANK,Fern Michaels,Kensington,1
756,698404149,THE FORGOTTEN SOLDIER,Brad Taylor,Dutton,1
757,1460391896,ANYTHING FOR YOU,Kristan Higgins,HQN,1
758,62381636,THE BONE LABYRINTH,James Rollins,Morrow/HarperCollins,1
759,,SECRET SISTERS,Jayne Ann Krentz,Berkley,1
760,,BLOOD KISS,J R Ward,Signet,1
761,None,WILD CAT,Christine Feehan,Jove,1
762,None,MONSTER ________,Kendall Ryan,Kendall Ryan,1
763,1501119796,THE MISTLETOE INN,Richard Paul Evans,Simon & Schuster,1
764,62338315,ORPHAN #8,Kim van Alkemade,Morrow/HarperCollins,1
765,1501110357,9-Nov,Colleen Hoover,Atria,1
766,None,REAPER'S FALL,Joanna Wylde,Berkley,1
767,1451664168,AVENUE OF MYSTERIES,John Irving,Simon & Schuster,1
768,080418898X,THE GROWNUP,Gillian Flynn,Crown Archetype,1
769,None,IT'S ONLY LOVE,Marie Force,Berkley,1
770,,A BANQUET OF CONSEQUENCES,Elizabeth George,Viking,1
771,1455533246,WALK THROUGH FIRE,Kristen Ashley,Forever,1
772,None,DARKEST BEFORE DAWN,Maya Banks,Berkley,1
773,None,COLD-HEARTED RAKE,Lisa Kleypas,Avon,1
774,None,THE WOMAN WHO WALKED IN SUNSHINE,Alexander McCall Smith,Pantheon,1
775,1250027942,CORRUPTED,Lisa Scottoline,St. Martin's,1
776,1451649371,THE LAKE HOUSE,Kate Morton,Atria,1
777,62351427,WELCOME TO NIGHT VALE,Joseph Fink and Jeffrey Cranor,Harper Perennial/HarperCollins,1
778,None,KIAN,Tijan,Tijan,1
779,None,FOREIGN AFFAIRS,Stuart Woods,Putnam,1
780,385353774,CITY ON FIRE,Garth Risk Hallberg,Knopf,1
781,142994983X,HELL'S FOUNDATIONS QUIVER,David Weber,Tor/Tom Doherty,1
782,1466862661,SHADOWS OF SELF,Brandon Sanderson,Tor/Tom Doherty,1
783,553391704,DASHING THROUGH THE SNOW,Debbie Macomber,Ballantine,1
784,698411676,SATURN RUN,John Sandford and Ctein,Putnam,1
785,698138007,THE AERONAUT'S WINDLASS,Jim Butcher,ROC,1
786,None,DOWN THE RABBIT HOLE,J D Robb and others,Jove,1
787,None,ABOUT A VAMPIRE,Lynsay Sands,Avon,1
788,None,SHADOW PLAY,Iris Johansen,St. Martin's,1
789,None,THE HIDDEN,Heather Graham,Mira,1
790,307756963,ANGEL FALLS,Kristin Hannah,Ballantine,1
791,None,THE WAY TO A MAN'S HEART,Debbie Macomber,Ballantine,1
792,1484720342,RAGING HEAT,Richard Castle,Kingswell,1
793,1455591742,HARD LOVE,Meredith Wild,Forever,1
794,142689998X,FATAL FRENZY,Marie Force,Carina,1
